OrgNr,name,industry_name,company_size_category,profitability_category,growth_category
5590693957,Open Infra ISP Production International AB,,Micro,High Profitability,High Growth
5568522865,OpenUp AB,,Micro,Low Profitability,High Growth
5569643561,Operationskonsulterna Stockholm AB,,Small,Good Profitability,Rapid Decline
5568544554,OpiFlex Automation AB,,Micro,Low Profitability,High Growth
5561919696,Oplana AB,,Micro,Good Profitability,High Growth
5568843808,Oppamaryllis AB,,Micro,Good Profitability,Low Growth
5565654927,Oppigårds Bryggeri AB,,Micro,Good Profitability,Rapid Decline
5591356513,Opticell AB,,Micro,Low Profitability,High Growth
5566162375,Optiker Göran Persson AB,,Micro,Good Profitability,Medium Growth
5565908430,Optiker Karvik AB,,Micro,Good Profitability,Low Growth
5562829530,Optiker Per-Åke Östman Aktiebolag,,Micro,Good Profitability,Low Growth
5560738824,Optiker Wikander Aktiebolag,,Micro,Good Profitability,Medium Growth
5561907576,Optileks Aktiebolag,,Micro,Good Profitability,Medium Growth
5562790369,Optima Belysning & Teknik Aktiebolag,,Micro,Good Profitability,Low Growth
5567787857,Optimal Advice i Sverige AB,,Micro,High Profitability,Medium Growth
5591307235,Optimea Hus AB,,Micro,Low Profitability,Rapid Decline
5561479493,Optimerad Frakt i Tranås AB,,Micro,Low Profitability,High Growth
5567974885,Optinova Nordic AB,,Small,Low Profitability,Declining
5566901210,Opto Schakt AB,,Micro,Low Profitability,High Growth
5566697818,Optomize AB,,Micro,Low Profitability,High Growth
5561994970,Optura Aktiebolag,,Micro,Low Profitability,Declining
5566861703,Oral Care Kungsbacka AB,,Micro,Good Profitability,Low Growth
5564019189,Oral Care Särö AB,,Micro,Low Profitability,Low Growth
5569845224,Oras Sverige AB,,Micro,Low Profitability,Rapid Decline
5593599599,Orbit Supply Chain AB,,Micro,Low Profitability,High Growth
5567115786,Oreplast AB,,Micro,High Profitability,Rapid Decline
5566069638,Orga Kvarn Aktiebolag,,Micro,Good Profitability,Low Growth
5566279195,Organox AB,,Micro,Good Profitability,Declining
5591834568,Oric Nordic AB,,Micro,Low Profitability,High Growth
5566824628,Origum Distribution AB,,Micro,Low Profitability,Rapid Decline
5591049696,Orkla Trading AB,,Micro,Low Profitability,High Growth
5567312847,Orrefors Entreprenad AB,,Micro,Good Profitability,Medium Growth
5591010722,Orresta Golf & Konferens AB,,Micro,Low Profitability,Declining
5562192962,Orsa Plåt Aktiebolag,,Micro,Low Profitability,High Growth
5562702398,Ortolab Aktiebolag,,Micro,Good Profitability,Low Growth
5567770150,Ortopediskt Centrum i Stockholm AB,,Micro,Low Profitability,Low Growth
5560781410,Orust Fartygsservice Aktiebolag,,Micro,Good Profitability,High Growth
5562206887,Orust Yachtservice AB,,Micro,Low Profitability,High Growth
5560623661,Osborn International AB,,Micro,Good Profitability,Low Growth
5567657340,Oscar Eneström Aktiebolag,,Micro,High Profitability,Medium Growth
5568429764,Oscar Magnuson Spectacles AB,,Micro,Good Profitability,High Growth
5560276163,Oscarsteatern Aktiebolag,,Micro,Good Profitability,High Growth
5569349003,Osynliga Jobb Sverige AB,,Micro,High Profitability,Medium Growth
5561486845,Ottosson Truck Aktiebolag,,Small,Low Profitability,High Growth
5590452511,Ottossons i Hedekas AB,,Micro,Good Profitability,High Growth
5591380364,Ottvall Consulting AB,,Micro,Good Profitability,High Growth
5590202684,OurGreenCar Sweden AB,,Micro,Low Profitability,High Growth
5568206204,Outboard Service i Stockholm AB,,Micro,Good Profitability,Low Growth
5568040447,Overman AB,,Micro,High Profitability,Low Growth
5593817959,Ovessons Flis och Maskintjänst AB,,Micro,Low Profitability,Medium Growth
5566141197,Oxeon AB,,Micro,Good Profitability,Declining
5590525175,Oxie Logistik AB,,Micro,Good Profitability,Low Growth
5566574520,Oxyma Innovation AB,,Micro,Good Profitability,High Growth
5591346480,Ozoneair AB,,Small,Low Profitability,High Growth
5561427385,P & B Golv Aktiebolag,,Micro,Low Profitability,Low Growth
5562668698,P A Hydraulservice Aktiebolag,,Micro,Good Profitability,Low Growth
5566906318,P Lundbergs Plåtslageri AB,,Micro,Good Profitability,Low Growth
5569902660,P Mattsson Larm & Passage System AB,,Micro,Good Profitability,Rapid Decline
5562073568,P Å Wasberger Aktiebolag,,Micro,Low Profitability,Low Growth
5567903900,P&V Plåt i Nyköping AB,,Micro,Low Profitability,Declining
5563967347,P-tjänst Sverige AB,,Micro,Good Profitability,High Growth
5565476198,P. Olander Medica AB,,Micro,Low Profitability,Rapid Decline
5561311159,P.E. Sundins Plåtslageri Aktiebolag,,Micro,Good Profitability,Declining
5563627594,P.O Santesson Aktiebolag,,Micro,Low Profitability,Medium Growth
5561140749,PAAB Tekno Trading Aktiebolag,,Micro,Good Profitability,Declining
5565179776,PALLMASTER AB,,Micro,Good Profitability,Rapid Decline
5591923775,PAM Profil AB,,Micro,Good Profitability,High Growth
5592199425,PAR Golf Scandinavia AB,,Micro,Good Profitability,High Growth
5565600516,PAREXEL Sweden AB,,Micro,Good Profitability,High Growth
5565838017,PB Mark & Miljö AB,,Micro,High Profitability,Low Growth
5565622692,PB:s Håltagning Aktiebolag,,Micro,Good Profitability,High Growth
5567161707,PBJ Musik AB,,Micro,High Profitability,High Growth
5567761316,PE Plast AB,,Micro,Good Profitability,Medium Growth
5566496815,PE-GE Minibuss i Växjö AB,,Micro,Low Profitability,Low Growth
5567370050,PEA Logging AB,,Micro,Low Profitability,High Growth
5565213666,PEKÅ Plast AB,,Small,Good Profitability,Declining
5568594781,PG Dental AB,,Micro,High Profitability,High Growth
5590382064,PG Etikett AB,,Micro,Low Profitability,Medium Growth
5566190665,PGK Service AB,,Micro,High Profitability,High Growth
5565806550,PH i Stockholm AB,,Micro,Good Profitability,Rapid Decline
5567065205,PHD Sweden AB,,Small,Low Profitability,Low Growth
5565715298,PIMAB Industri & Måleritjänst Aktiebolag,,Micro,Good Profitability,Low Growth
5569414377,PIXEL SPACE AB,,Micro,Low Profitability,Rapid Decline
5569589434,PJN Logistics & Consulting AB,,Micro,Low Profitability,Rapid Decline
5566603485,PK Trailerteknik AB,,Micro,Low Profitability,High Growth
5564105764,PKT Profilkompaniet Aktiebolag,,Micro,Low Profitability,Rapid Decline
5562798685,PLS Produkter Aktiebolag,,Small,Good Profitability,High Growth
5564749132,PM & Vänner AB,,Micro,Low Profitability,Declining
5566227582,PM Sweden AB,,Small,Good Profitability,Declining
5564503562,PMR MobiltelefoniAktiebolaget,,Micro,Low Profitability,Declining
5590853189,PO Björke Entreprenad AB,,Micro,Low Profitability,High Growth
5565315859,PO:s Akustikmontage Aktiebolag,,Micro,Low Profitability,Medium Growth
5566879937,POGAB Plåt AB,,Small,Low Profitability,Low Growth
5565393492,POLIMA AB,,Micro,Low Profitability,Low Growth
5568953300,POP Story AB,,Small,Low Profitability,High Growth
5568134398,PP Hus & Bygg AB,,Micro,Low Profitability,Rapid Decline
5565606000,PP Slakt AB,,Micro,Low Profitability,Declining
5568026826,PPW Manufacturing AB,,Micro,Good Profitability,Rapid Decline
5566281068,PQ Geoteknik & Miljö AB,,Micro,High Profitability,Declining
5564934189,PQ Sweden AB,,Micro,Good Profitability,Low Growth
5567337067,PR Entertainment (I Stockholm) AB,,Small,Low Profitability,Low Growth
5565142949,PR-Plast AB,,Micro,Low Profitability,Rapid Decline
5567037394,PRA International Sweden AB,,Small,Good Profitability,Low Growth
5593267627,PREFATECH AB,,Micro,Good Profitability,Medium Growth
5591322523,PREMON AB,,Micro,Low Profitability,High Growth
5591589857,PRM Skog AB,,Micro,Low Profitability,Low Growth
5569739377,PROJiGO AB,,Micro,Good Profitability,Declining
5567874747,PROMINOVA AB,,Micro,Good Profitability,Rapid Decline
5566321468,PS Auction AB,,Small,Low Profitability,High Growth
5567600282,PS Communication Sweden AB,,Micro,Good Profitability,Rapid Decline
5567841258,PS Inkasso & Juridik AB,,Small,Low Profitability,High Growth
5565980850,PS Skylt & Inredning AB,,Micro,Low Profitability,Medium Growth
5560376138,PTS Askeroth Aktiebolag,,Micro,Low Profitability,Rapid Decline
5569664971,PW World i Katrineholm AB,,Micro,Low Profitability,Low Growth
5566803630,PW World i Norrtälje AB,,Micro,Good Profitability,Low Growth
5563308047,PacsOn AB,,Micro,High Profitability,High Growth
5564382967,PacsOn Papperspartner AB,,Micro,Low Profitability,Declining
5592089923,Pagoda Logistics AB,,Micro,Low Profitability,High Growth
5569290801,Palantir Technologies Sweden AB,,Micro,Low Profitability,High Growth
5592465461,Pale Blue Dot Advisors AB,,Micro,High Profitability,High Growth
5569402273,Palma Totalentreprenad AB,,Micro,Low Profitability,Rapid Decline
5567620884,Palmenco AB,,Micro,Good Profitability,Rapid Decline
5592465263,Pana Dora Sweden AB,,Micro,High Profitability,High Growth
5562993732,Panda Fyrverkerier i Sverige AB,,Micro,Low Profitability,Declining
5561775254,Panea Aktiebolag,,Small,Low Profitability,Rapid Decline
5591994503,Panoptes Sweden AB,,Micro,Good Profitability,Medium Growth
5567266787,Pantaenius AB,,Micro,Good Profitability,Medium Growth
5567086201,Papera Sol. AB,,Micro,High Profitability,Declining
5566566187,Pappelina AB,,Micro,Low Profitability,Declining
5562106574,Pappman AB,,Micro,Low Profitability,Declining
5567148506,Parameter Revision AB,,Micro,High Profitability,Low Growth
5568538333,Paraply Produktion AB,,Micro,Low Profitability,Medium Growth
5565347456,Parfums Christian Dior AB,,Small,Low Profitability,Medium Growth
5565719027,Parfusale AB,,Micro,Good Profitability,Low Growth
5567468953,Pari Plast AB,,Micro,Low Profitability,Low Growth
5593155772,Parkell Europe AB,,Micro,Good Profitability,Medium Growth
5568433196,Parsell AB,,Micro,Good Profitability,High Growth
5562901206,Parsells Revisionsbyrå Aktiebolag,,Micro,High Profitability,Declining
5563489623,Partex Marking Systems Nordic AB,,Micro,Good Profitability,Declining
5591448765,Partille Kyltransport AB,,Micro,Good Profitability,Declining
5591677546,Partille Tand och Implantat Klinik AB,,Micro,Good Profitability,Rapid Decline
5565367645,Partner Wood Osby AB,,Micro,Low Profitability,Declining
5564869435,Pascal Entreprenad Aktiebolag,,Micro,Good Profitability,Medium Growth
5592433147,Patagonia Sweden AB,,Micro,Good Profitability,High Growth
5567559793,Patomella Takentreprenad AB,,Micro,Low Profitability,Rapid Decline
5565927646,Patriksson Communication AB,,Micro,Good Profitability,Rapid Decline
5569896193,Paues Åberg Communications AB,,Micro,Good Profitability,Medium Growth
5566601216,Pauli Scandinavia AB,,Micro,Low Profitability,Rapid Decline
5564197761,Pauser Media Aktiebolag,,Micro,Low Profitability,Low Growth
5568342124,Pauville AB,,Micro,High Profitability,High Growth
5562040278,PeBe AB,,Micro,Low Profitability,High Growth
5568654866,Peak Asset Management AB,,Micro,Low Profitability,Medium Growth
5566913660,Pearson Sweden AB,,Micro,Low Profitability,Medium Growth
5593835555,Pedago Sweden AB,,Micro,High Profitability,High Growth
5560466640,Peermusic Aktiebolag,,Micro,Low Profitability,Medium Growth
5569241671,Pelago Bioscience AB,,Micro,Good Profitability,Low Growth
5566837893,Pelles Plåt i Halmstad AB,,Micro,Good Profitability,Medium Growth
5567970073,Pen Store Sthlm AB,,Small,Low Profitability,Low Growth
5569650392,Pennsylvania Avenue AB,,Micro,High Profitability,High Growth
5591917389,Pennybridge Railers AB,,Micro,Low Profitability,High Growth
5567319933,Peo & Linus Mark och Maskin AB,,Micro,Low Profitability,Low Growth
5566306808,People People People AB,,Micro,High Profitability,Medium Growth
5593194615,Pepino Växthus AB,,Micro,High Profitability,High Growth
5569940991,PeptiSystems AB,,Micro,Good Profitability,High Growth
5566935671,Per Andersens Restauranger AB,,Micro,Good Profitability,Low Growth
5563929883,Per Andersson i Råneå skogsmaskiner Aktiebolag,,Micro,Good Profitability,Declining
5564167186,Per Nordström Aktiebolag,,Micro,Low Profitability,Low Growth
5568811961,Per Palmén Maskin AB,,Micro,Low Profitability,Declining
5566242284,Per i Viken Chark AB,,Micro,Good Profitability,Low Growth
5561204941,Per-Eric Ollén Aktiebolag,,Micro,Good Profitability,Declining
5569559130,Per-Ingvar Persson AB,,Micro,Low Profitability,Rapid Decline
5568738719,Percus AB,,Micro,Good Profitability,Low Growth
5565177408,Perfect Fools AB,,Micro,Low Profitability,Low Growth
5591423636,Perfect sense audio AB,,Micro,Good Profitability,Low Growth
5564716990,Perfekt Ljud & Bild i Landskrona Aktiebolag,,Micro,Low Profitability,Rapid Decline
5569650418,Perfekt Städ BN AB,,Micro,Good Profitability,Low Growth
5563983005,Pergus Bygg AB,,Micro,Low Profitability,Rapid Decline
5568354160,Periculo Aktiebolag,,Micro,Good Profitability,Low Growth
5567284558,Perific Technologies AB,,Micro,High Profitability,High Growth
5562910371,Perma Press Aktiebolag,,Micro,High Profitability,Low Growth
5568553597,Perneheim Skyltdesign AB,,Micro,High Profitability,Low Growth
5566589809,Pero i Särna AB,,Micro,Good Profitability,Rapid Decline
5565854584,Personality Gym AB,,Micro,Good Profitability,High Growth
5566889761,Persson Innovation AB,,Small,Good Profitability,Rapid Decline
5566997051,Perssonsten i Hällabrottet AB,,Micro,Good Profitability,Declining
5560728213,Perstorps Bostäder AB,,Micro,Low Profitability,Low Growth
5566009212,Petarsova AB,,Micro,Low Profitability,Declining
5565134227,Peter Collin Grävmaskiner Aktiebolag,,Micro,Low Profitability,Low Growth
5564161486,Peter Janssons Åkeri Aktiebolag,,Micro,High Profitability,Medium Growth
5564864832,Peter Kullgren Informationsutveckling Aktiebolag,,Micro,High Profitability,High Growth
5563361442,Peter Langenitz DEKORA Aktiebolag,,Small,Good Profitability,Declining
5565855078,Peter Lundhs Produktion AB,,Micro,Good Profitability,Low Growth
5563169555,Peter Ringius Active Aktiebolag,,Micro,Good Profitability,Declining
5592950306,Petterssons Stenhuggeri AB,,Micro,Low Profitability,Low Growth
5561256354,Pexymek Aktiebolag,,Micro,Low Profitability,Low Growth
5569517435,Pharmacure Health Care International AB,,Micro,Low Profitability,Medium Growth
5566757604,Philston AB,,Micro,Good Profitability,High Growth
5566670872,Pi Box i Skandinavien AB,,Micro,Low Profitability,Low Growth
5566820014,Pia Lindqvist Aktiebolag,,Micro,Good Profitability,Low Growth
5566062211,Pickering Interfaces Aktiebolag,,Micro,Low Profitability,Rapid Decline
5561874040,Pilgrimstads Cementvarufabrik Aktiebolag,,Micro,Good Profitability,High Growth
5565674552,Pilot Nordic Aktiebolag,,Small,Low Profitability,Low Growth
5567355002,Pineberry AB,,Micro,Good Profitability,Declining
5565811915,Ping Scandinavia AB,,Micro,Low Profitability,Low Growth
5569726101,Pipe Relining Syd AB,,Micro,Good Profitability,High Growth
5567914113,Pirtek Sweden AB,,Micro,Low Profitability,Rapid Decline
5567914113,Pirtek Sweden AB,,Micro,Good Profitability,High Growth
5567715080,Pistol packin' music productions AB,,Micro,High Profitability,Low Growth
5565087680,Piteortens Chark AB,,Micro,Good Profitability,High Growth
5567965008,Piteå Elmotorservice AB,,Micro,Good Profitability,Low Growth
5566431911,Piteå Hamn Aktiebolag,,Micro,Good Profitability,Low Growth
5568278906,Piteå Leksaker AB,,Micro,Good Profitability,Medium Growth
5567245708,Pixondu AB,,Micro,Good Profitability,Medium Growth
5593378135,Plan.Net Nordics AB,,Micro,Good Profitability,Low Growth
5561969626,Plantskolan i Vellinge Aktiebolag,,Micro,Low Profitability,Declining
5564435484,Plantskolan i Ängelholm Aktiebolag,,Micro,Low Profitability,Declining
5593754343,Plastcom Sweden AB,,Micro,Low Profitability,High Growth
5560390279,Plastomer Sweden Aktiebolag,,Micro,Low Profitability,Declining
5561954115,Plastsystem H. Helmetschläger Aktiebolag,,Micro,Good Profitability,Declining
5565726576,Playground Music Scandinavia AB,,Small,Low Profitability,Medium Growth
5566561477,Playoteket AB,,Micro,Low Profitability,High Growth
5568403108,Plenab AB,,Micro,Low Profitability,Declining
5565778098,Plus Montage AB,,Micro,Good Profitability,Medium Growth
5567478184,Plåt & Takservice Sverige AB,,Micro,Good Profitability,Low Growth
5568230006,Plåt på Österlen AB,,Micro,Good Profitability,Rapid Decline
5562085505,Plåt-Lars Aktiebolag,,Micro,Good Profitability,Low Growth
5564556503,Plåtexpressen i Malmö Aktiebolag,,Micro,Low Profitability,Declining
5565003760,Plåtkompaniet Norling AB,,Micro,Low Profitability,High Growth
5565582003,Plåtservice Entreprenad i Växjö AB,,Micro,Good Profitability,Medium Growth
5563293330,Plåtslagarelind Montagebolag Aktiebolag,,Micro,Low Profitability,Low Growth
5565454245,Plåtslagarna i Bromölla AB,,Micro,Low Profitability,Declining
5568325814,Plåtslageri M.Johansson Uppsala AB,,Micro,Low Profitability,Medium Growth
5562138478,Plåtson i Oskarshamn Aktiebolag,,Small,Low Profitability,Low Growth
5569688152,Plåtverkstan i Avesta AB,,Micro,Low Profitability,High Growth
5592431968,Polar Force AB,,Micro,Good Profitability,Medium Growth
5561324343,Polar Music International Aktiebolag,,Small,Low Profitability,Rapid Decline
5569149817,PolarQuest AB,,Micro,Good Profitability,Medium Growth
5560340324,Polarn Innovation Aktiebolag,,Micro,Good Profitability,Medium Growth
5566872015,Pole & Position Technology AB,,Micro,Low Profitability,Declining
5591182661,Poly Industries AB,,Micro,Good Profitability,Declining
5561032763,Polyamp Aktiebolag,,Micro,Low Profitability,High Growth
5564757143,Polymega i Lagan Aktiebolag,,Micro,Low Profitability,Declining
5566313093,Polymerhuset AB,,Micro,Low Profitability,Medium Growth
5569086282,Polyproject Environment AB,,Micro,Low Profitability,Low Growth
5566000732,Polysonic Scandinavia AB,,Small,Low Profitability,Low Growth
5592639347,Pomme Agency AB,,Micro,Good Profitability,Medium Growth
5592035579,Pomme Equestrian AB,,Micro,Low Profitability,High Growth
5566623087,Pond Design AB,,Micro,High Profitability,Declining
5567957252,Pool Kommunikationsbyrå AB,,Micro,Good Profitability,Declining
5592839384,Poolartiklar i Sverige AB,,Micro,Low Profitability,Low Growth
5563885028,Popeli Kranservice Aktiebolag,,Micro,Good Profitability,Rapid Decline
5567012280,Porcellus AB,,Micro,Good Profitability,Low Growth
5563873867,Portfolio Försäkra AB,,Micro,Good Profitability,Declining
5568944382,Portfoliobox Stockholm AB,,Micro,High Profitability,Low Growth
5560447251,Portia Aktiebolag,,Micro,Low Profitability,Declining
5565040556,Portspecialisten Örebro Aktiebolag,,Micro,Low Profitability,Medium Growth
5591067672,Portugolf AB,,Micro,Low Profitability,High Growth
5561287318,Poseidon Diving Systems Aktiebolag,,Micro,Good Profitability,Medium Growth
5568242894,Poseidonkliniken AB,,Micro,Good Profitability,High Growth
5562667120,Positionett AB,,Micro,Good Profitability,Low Growth
5567521553,Potentia education AB,,Micro,Good Profitability,Low Growth
5566664396,Potmix Products AB,,Micro,Low Profitability,High Growth
5566600366,Povl Klitgaard & Co AB,,Micro,Good Profitability,Low Growth
5590210687,Power Elitgruppen AB,,Micro,Low Profitability,Low Growth
5562688985,Power tools Spräckutrustning i Herrljunga AB,,Micro,Low Profitability,Declining
5564817467,Powerboat Marine Christian Fält & Co Aktiebolag,,Micro,Good Profitability,Declining
5566121744,Prat PR Aktiebolag,,Micro,Low Profitability,Medium Growth
5565165874,Predire Testcenter AB,,Micro,High Profitability,Rapid Decline
5590602917,Prefab bolaget i Västerås AB,,Micro,Low Profitability,Declining
5591471734,Prefabtrappan Sverige AB,,Micro,Good Profitability,Rapid Decline
5561662494,Premator Aktiebolag,,Micro,High Profitability,Declining
5592489743,Premium Performance TMC AB,,Micro,Low Profitability,High Growth
5567551121,Premium Profiles AB,,Micro,Good Profitability,Rapid Decline
5567171185,Premium Snacks Nordic AB,,Small,Low Profitability,Medium Growth
5569495103,PremiumTickets International AB,,Micro,Good Profitability,High Growth
5565481552,Pressateljen Städ & Tvätt AB,,Micro,Low Profitability,Low Growth
5593204992,Pretzel Therapeutics Sweden AB,,Micro,Good Profitability,High Growth
5567880900,Preventia Finans AB,,Micro,Good Profitability,High Growth
5569247793,Priebe-ScanRig Aktiebolag,,Micro,Good Profitability,High Growth
5590413810,Prima Entreprenad & Gräv i Arvidsjaur AB,,Micro,Good Profitability,High Growth
5567425789,Primacura AB,,Micro,Low Profitability,Declining
5566145032,PrimeCore AB,,Micro,Good Profitability,Medium Growth
5562533819,Primetex AB,,Micro,Low Profitability,Low Growth
5565855854,PrimoCiaoCiao Odengatan AB,,Micro,Good Profitability,Declining
5569646473,Primogum Industrial Products AB,,Micro,High Profitability,High Growth
5590612676,Princess Pat Playgrounds AB,,Micro,Low Profitability,High Growth
5566348107,Priodent Tibblekliniken AB,,Micro,Good Profitability,Low Growth
5564746450,Prioplastic AB,,Micro,Good Profitability,Medium Growth
5563067098,PrismaTibro AB,,Micro,Low Profitability,Medium Growth
5568330483,Privatläkarna Hälsoval i Helsingborg AB,,Micro,Good Profitability,Low Growth
5564227360,ProCranes AB,,Micro,Low Profitability,High Growth
5569054512,ProSwe Borås AB,,Micro,Good Profitability,High Growth
5562158393,Prodib Aktiebolag,,Micro,Good Profitability,Low Growth
5565384236,Produal Sverige AB,,Micro,Low Profitability,Low Growth
5566689021,Profeel Sweden AB,,Micro,Good Profitability,Low Growth
5565565156,Professional Sealing Sverige Aktiebolag,,Micro,Low Profitability,Declining
5593344665,Professionals Nord Stockholm AB,,Micro,Good Profitability,High Growth
5565537015,Profil & Souvenir i Sverige AB,,Micro,Low Profitability,Declining
5563127314,Profilföretaget Z-Profil AB,,Micro,Low Profitability,Low Growth
5565039012,Profilplast i Helsingborg Aktiebolag,,Micro,Good Profitability,Medium Growth
5566365473,Profilplåt i Järbo AB,,Micro,Good Profitability,High Growth
5566157334,Profina AB,,Micro,Low Profitability,Low Growth
5562458355,Profina Finans AB,,Micro,Good Profitability,Low Growth
5567222459,Profsafe AB,,Micro,Low Profitability,Rapid Decline
5564338654,Prognoscentret i Sverige AB,,Micro,High Profitability,High Growth
5591881197,Projektkompaniet i Motala AB,,Micro,High Profitability,Declining
5566663836,Promas Sverige AB,,Micro,Good Profitability,Declining
5591326573,Promea Direkt AB,,Micro,Good Profitability,Rapid Decline
5590616453,Promea Plåtslageri AB,,Micro,Good Profitability,Low Growth
5590495668,Pronito AB,,Micro,Good Profitability,High Growth
5561453548,Pronova Aktiebolag,,Micro,Good Profitability,Low Growth
5569935108,Pront Expo Projekt AB,,Micro,Good Profitability,Low Growth
5567477376,Proofdoor Svenska AB,,Micro,Good Profitability,Low Growth
5568015530,Propeller Design AB,,Micro,High Profitability,Declining
5566075411,Prosellco Havsprodukter AB,,Micro,High Profitability,Rapid Decline
5563138378,Protab Nordmaling Aktiebolag,,Micro,Low Profitability,Declining
5564788668,Protan AB,,Micro,Good Profitability,Rapid Decline
5568056914,Proteam Process & Cleantech AB,,Micro,Good Profitability,High Growth
5563267987,Protega AB,,Micro,Good Profitability,Medium Growth
5560653338,Protite AB,,Micro,Low Profitability,Rapid Decline
5565061560,Provideu Electronics AB,,Micro,Good Profitability,Medium Growth
5569677072,Prowork Bemanning AB,,Micro,Low Profitability,Declining
5592054091,Prowork Göteborg AB,,Micro,Low Profitability,Medium Growth
5569157323,Proximion AB,,Micro,Low Profitability,Rapid Decline
5569078420,Prästtorp gård AB,,Micro,Good Profitability,Low Growth
5592072101,Public People AB,,Micro,Good Profitability,Low Growth
5566143565,Publicis Communications Sweden AB,,Micro,Low Profitability,Low Growth
5567982441,Publika Miljöer i Bollnäs AB,,Micro,Good Profitability,High Growth
5561843995,Pugerup & Böketofta Jordbrukskompani Aktiebolag,,Micro,Low Profitability,Rapid Decline
5568429715,Puratos Sweden AB,,Small,Low Profitability,Medium Growth
5562165083,"Pure Performance Factory, PPF Aktiebolag",,Micro,Low Profitability,Medium Growth
5590030390,Pure Sport Nutrition Sweden AB,,Micro,Good Profitability,High Growth
5592122948,Pureness AB,,Micro,Low Profitability,High Growth
5566490008,Purity Vodka AB,,Micro,Low Profitability,Low Growth
5564603479,Pålsonplåt AB,,Micro,Low Profitability,High Growth
5569483257,Pålstorp Mjölk AB,,Micro,High Profitability,Declining
5568517758,Q - Mec Entreprenad och Förvaltning AB,,Micro,Low Profitability,High Growth
5560945262,Q-Strip Aktiebolag,,Micro,Good Profitability,High Growth
5566339353,Q-Trans AB,,Micro,Low Profitability,Rapid Decline
5591669758,Q-mjalka AB,,Micro,Low Profitability,Declining
5567632541,QASE Digital AB,,Micro,Low Profitability,Low Growth
5566600879,QBD Sweden AB,,Micro,Good Profitability,High Growth
5566491519,QBE Quality Blasting Equipment AB,,Micro,Low Profitability,Medium Growth
5565463691,QCC Management AB,,Micro,Good Profitability,Low Growth
5590462841,QLSE by Qgroup AB,,Micro,Low Profitability,High Growth
5566509278,QMT-tech AB,,Micro,Good Profitability,Declining
5564338548,QVANTENBURGS SÄTERI AKTIEBOLAG,,Micro,Low Profitability,High Growth
5565641643,Qpax Aktiebolag,,Micro,Good Profitability,High Growth
5593132722,Qrev AB,,Micro,High Profitability,Low Growth
5590731088,Qryo Sverige AB,,Micro,High Profitability,High Growth
5561950139,Quadient Sverige AB,,Small,Good Profitability,Medium Growth
5566816632,Quadpak AB,,Micro,Good Profitability,High Growth
5561113472,Quaker Houghton Production Sweden AB,,Micro,High Profitability,High Growth
5590551692,Qualipro AB,,Micro,Low Profitability,Medium Growth
5565993275,Qualitative and Quantitative Fieldwork Service (QQFS) AB,,Small,Good Profitability,High Growth
5591525356,Qualtrics Sweden AB,,Micro,Good Profitability,Declining
5567199962,Quattro Bemanning & Rekrytering AB,,Micro,High Profitability,Rapid Decline
5569770828,Queen Of The Clouds AB,,Micro,High Profitability,Low Growth
5569456659,Quest Consulting Sverige AB,,Micro,Low Profitability,High Growth
5565870036,Questate AB,,Micro,Good Profitability,Low Growth
5562466853,Quickset Aktiebolag,,Micro,Good Profitability,Low Growth
5564079621,Quist Formplast AB,,Micro,Low Profitability,High Growth
5568012594,Quista Maritime AB,,Micro,Low Profitability,Low Growth
5591505044,Quorn Foods Sweden AB,,Small,Low Profitability,Rapid Decline
5564401551,Qvalify AB,,Micro,Low Profitability,Low Growth
5566405139,R & M i Täby AB,,Micro,Good Profitability,High Growth
5565291068,R & R Markentreprenad Aktiebolag,,Micro,Low Profitability,Medium Growth
5564290855,R & T Jonsons Bil Aktiebolag,,Micro,Low Profitability,High Growth
5565211678,R Eks Plåt & Vent. Service Aktiebolag,,Micro,Low Profitability,Declining
5564562774,R O S T Aktiebolag,,Micro,Good Profitability,Medium Growth
5563173946,R S Elektroniktjänst Aktiebolag,,Micro,Good Profitability,High Growth
5568701188,R Services Skandinavien AB,,Micro,Good Profitability,High Growth
5566038278,R T Inreco AB,,Micro,Low Profitability,Rapid Decline
5590844378,R Törnqvist Entreprenad AB,,Micro,Good Profitability,Rapid Decline
5592026347,R&J Retail AB,,Micro,Low Profitability,Low Growth
5561651612,R. Lies Mobilradio Aktiebolag,,Micro,Low Profitability,Low Growth
5566344767,R.A Trädgård & Markservice AB,,Micro,Good Profitability,Low Growth
5568985872,R3 Revisionsbyrå Göteborg AB,,Micro,High Profitability,Low Growth
5568736655,RB PB Bygg AB,,Micro,Good Profitability,High Growth
5566469085,RB Tandreglering och Tandvård AB,,Micro,High Profitability,Declining
5568954969,RBT (Rockbreaker Tools) AB,,Micro,Good Profitability,Declining
5569518490,RC Professional Search AB,,Micro,Good Profitability,Declining
5563414241,RC-Maskiner i Tranås AB,,Micro,Low Profitability,Low Growth
5569614091,RD Lek AB,,Micro,Low Profitability,Low Growth
5565851036,RDG Sverige AB,,Micro,Good Profitability,Medium Growth
5567145528,RE Lindbergs Gräv AB,,Micro,Good Profitability,Rapid Decline
5592441397,RE Mur & Betong AB,,Micro,Good Profitability,Medium Growth
5591157358,RE6O Racing AB,,Micro,Low Profitability,Rapid Decline
5590974902,REDOvisa (REDO) Revisionsbyrå AB,,Micro,High Profitability,High Growth
5567556153,REF International AB,,Small,Low Profitability,High Growth
