OrgNr,name,address,city,incorporation_date,email,homepage,segment,segment_name,revenue,profit,employees,SDI,DR,ORS,Revenue_growth,EBIT_margin,NetProfit_margin,analysis_year,seg_revenue,seg_ebit,year_rank,avg_growth,growth_range,growth_stage,digital_maturity,industry_cluster,fit_score_reason,company_size_category,employee_size_category,profitability_category,growth_category,digital_maturity_score,overall_potential_score,industry_name
5560736729,AB Fingal Jonsson & Söner AB,Bredastensvägen 16,Värnamo,23.09.1960,,https://www.fi-jo.se,10241557,Elektrisk installationsmaterial - tillverkning,24773,3914,4,24773.0,3914.0,4944.0,0.1375763420122147,0.15799459088523796,0.19957211480240586,,,,,,,,,,,Micro,Small,High Profitability,Medium Growth,50,751.4892647436316,
5564121621,AB Golvinteriör,Maskingatan 16,Trelleborg,04.12.1990,,https://www.golvinterior.nu,10003536,Golvbeläggningar,62728,6601,16,62728.0,6601.0,8363.0,0.2252519728103759,0.10523211325086086,0.13332164264762147,2023,62728.0,10688.0,1,0.1598760814050879,0.3592874058805573,Growth,High,Other,,Micro,Medium,Good Profitability,High Growth,50,838.8670351530918,
5566182357,AB Helsingborgs Auktionskammare Eftr.,Fabriksgatan 2 Bv,Ödåkra,08.11.2001,,https://hbgauktionskammare.se,10241790,Auktioner,17142,1862,8,17142.0,1862.0,2367.0,0.06857000374018196,0.10862209777155525,0.13808190409520477,,,,,,,,,,,Micro,Small,Good Profitability,Low Growth,50,455.52310877934303,
5564929478,AB Hestra Markisfabrik,Mogatan 40,Hestra,12.09.1994,info@hestra.se,https://www.hestramarkis.se,10241747,Textilier - Produktion,90637,9718,47,90637.0,9718.0,12467.0,-0.1023284374411948,0.10721890618621534,0.13754868320884406,,,,,,,,,,,Micro,Medium,Good Profitability,Rapid Decline,50,24.952764362551363,
5567724785,AB Hässleholms Golfklubb,Herrgårdsvägen 35,Tyringe,11.12.2008,,,10242083,Golfbanor,30694,698,9,30694.0,698.0,895.0,0.3678253119429591,0.02274060076887991,0.029158793249495014,,,,,,,,,,,Micro,Small,Low Profitability,High Growth,0,976.4915167795974,
5565572590,AB Jönköpings Tandbolag,,Stockholm-Globen,02.07.1998,,,10241740,Tandläkare,21237,2002,12,21237.0,2002.0,2531.0,0.05368394939221033,0.09426943541931534,0.11917879173141216,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,0,369.93655452881416,
5561076794,AB Kronqvists Åkeri,Långgatan 40,Lenhovda,27.12.1966,info@kronqvists.se,https://kronqvists.se,10241766,Brytning och gruvdrift,48954,1424,13,48954.0,1424.0,1845.0,-0.10460373493314801,0.029088532091351066,0.03768844221105527,,,,,,,,,,,Micro,Medium,Low Profitability,Rapid Decline,50,-176.16562210449234,
5561610329,AB Lindborg & Söner,Torslundavägen 6,Örsundsbro,01.01.1972,,https://lindborgsoner.se,10001189,"Betong, betongvaror",111900,3833,29,111900.0,3833.0,4953.0,0.32722894995908014,0.03425379803395889,0.0442627345844504,,,,,,,,,,,Small,Medium,Low Profitability,High Growth,50,916.4866199825976,
5566358601,AB Näsum Betonghåltagning,Linnavångsvägen 28,Näsum,06.12.2002,,https://nasumbetonghaltagning.se,10001202,Betonghåltagning,19999,1163,12,19999.0,1163.0,1512.0,-0.04983846446218165,0.05815290764538227,0.07560378018900946,,,,,,,,,,,Micro,Medium,Good Profitability,Declining,50,33.336105458001555,
5567025696,AB Parts & Paomees,Gotlandsgatan 43,Stockholm,24.04.2006,info@europaskolan.nu,https://m.yelp.com,10241773,Dagbarnvård,148153,12297,98,148153.0,12297.0,15717.0,0.052694032130853996,0.08300203168346236,0.10608627567447167,2024,148153.0,23668.0,1,0.05741275817745084,0.036659681525248455,Established,High,Other,,Small,Large,Good Profitability,Low Growth,50,352.1105420357909,
5591784375,AB Pasi Bygg & Förvaltning,,Täby,05.11.2018,,https://www.kappex.se,10241721,Reseeffekter,32265,893,6,32265.0,893.0,1140.0,0.369133497411525,0.02767704943437161,0.03533240353324035,,,,,,,,,,,Micro,Small,Low Profitability,High Growth,50,1004.6070296147416,
5566740477,AB PaySystems Group Eu,,Stockholm,05.01.2005,,https://paysystems.se,10241721,Reseeffekter,17128,3433,6,17128.0,3433.0,4352.0,-0.09862119776865597,0.20043204110228865,0.25408687529191964,,,,,,,,,,,Micro,Small,High Profitability,Declining,50,267.06992833408174,
5562589589,AB Provia Vägmärkning,Vidövägen 51,Skoghall,09.04.1985,,https://www.provia.se,10003249,Gummivaror,64829,535,20,64829.0,535.0,701.0,0.1058817508785097,0.008252479600178933,0.010813062055561554,,,,,,,,,,,Micro,Medium,Low Profitability,Medium Growth,50,297.9976486967216,
5566582747,AB Sjuntorp Maskinteknik,Torpavägen 24,Sjuntorp,23.03.2004,,https://elinc.se,10241561,Elmaterial - reparationer,39983,2811,21,39983.0,2811.0,3576.0,-0.04356042483972822,0.07030487957381887,0.08943801115474076,,,,,,,,,,,Micro,Medium,Good Profitability,Declining,50,79.46109433522662,
5564499456,AB Stockholmstolkarna STAB,Östgötagatan 11,Stockholm,06.08.1992,info@stockholmstolkarna.se,https://www.stockholmstolkarna.se,10008742,Översättningar,29903,1515,34,29903.0,1515.0,1926.0,0.03014330990767533,0.05066381299535164,0.06440825335250644,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,50,214.5925647575674,
5568520802,AB Strömstanet,Västra Klevgatan 9 a,Strömstad,09.05.2011,,https://www.stromstanet.se,10008506,"Väganordningar, trafikanordningar, vägarbeten",16919,1545,3,16919.0,1545.0,1964.0,0.048590021691973906,0.09131745375022164,0.11608251078668952,,,,,,,,,,,Micro,Small,Good Profitability,Low Growth,50,362.3109861054889,
5564687597,AB Sundplast,Stenbrovägen 46,Helsingborg,10.06.1993,,https://www.sundplast.se,10003249,Gummivaror,61188,5778,32,61188.0,5778.0,7322.0,0.1327335332666888,0.0944302804471465,0.1196639864025626,2023,61188.0,8108.0,1,0.15355626914172937,0.1549243251910024,Growth,High,Other,,Micro,Medium,Good Profitability,Medium Growth,50,580.5625042845882,
5565885133,AB Swed-Weld Fides,Expovägen 14,Värnamo,27.03.2000,,https://www.swedweld.se,10241670,"Maskiner, produktion, fartyg och flygplan - agentur",35751,4215,8,35751.0,4215.0,4215.0,2.503626029008232,0.1178988000335655,0.1178988000335655,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,6566.401450104493,
5560497314,AB Syna,S:T Gertrudsgatan 3,Malmö,24.03.1947,,https://upplysningar.syna.se,10004391,"Inkassoverksamhet, kreditupplysningsverksamhet",31606,2101,14,31606.0,2101.0,2692.0,0.02536984168180645,0.06647471998987534,0.08517370119597545,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,50,242.19041917920447,
5565249322,AB Uppsala Nya Auktionskammare,Östra Ågatan 39,Uppsala,31.07.1995,info@uppsalaauktion.se,https://www.uppsalaauktion.se,10241790,Auktioner,81623,6318,31,81623.0,6318.0,8193.0,0.17198650297939544,0.0774046531002291,0.10037611947612805,2024,81623.0,7622.0,1,0.11445506349097903,0.42257959806254586,Growth,High,Other,,Micro,Medium,Good Profitability,Medium Growth,50,636.1819476990613,
5590517230,AB Ventilation energi i kronoberg,Runvägen 4,Växjö,18.02.2016,,https://www.vekron.se,10241566,"Facklig, vetenskaplig och teknisk verksamhet",20543,1155,7,20543.0,1155.0,1465.0,0.4259040744082738,0.05622353112982525,0.07131382952830648,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,1217.8703713452478,
5562941244,AB Y Revision,Högbergsgatan 30 a,Stockholm,19.02.1987,info@yrevision.se,https://www.yrevision.se,10241727,Skatterådgivning,15957,4406,10,15957.0,4406.0,4406.0,0.11712405488658639,0.27611706461114244,0.27611706461114244,,,,,,,,,,,Micro,Small,High Profitability,Medium Growth,50,995.6426912443221,
5563038115,ABL Construction Equipment AB,Svetsaregatan 1,Sävsjö,03.09.1987,info@abl.se,https://abl.se,10002605,Entreprenadmaskiner,81202,1352,41,81202.0,1352.0,1678.0,-0.21607584182885387,0.016649836210930764,0.020664515652323835,,,,,,,,,,,Micro,Medium,Low Profitability,Rapid Decline,50,-485.8620090448077,
5567044028,ABL i Boden AB,Kanslihusvägen 5,Boden,19.05.2006,,,10008506,"Väganordningar, trafikanordningar, vägarbeten",74696,626,0,74696.0,626.0,820.0,3.25400079731192,0.008380636178644103,0.010977830138160009,,,,,,,,,,,Micro,Micro,Low Profitability,High Growth,0,8156.14032372641,
5591957344,ABSOL RAIL AB,Ekbacksvägen 20,Bromma,20.02.2019,,https://absol-rail.se,10003066,Fordonsreparationer,32993,3621,10,32993.0,3621.0,4601.0,0.5651328273244782,0.10975055314763738,0.1394538235383263,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,1699.790933680289,
5561469064,ABT- Balken Aktiebolag,Olvägen 20,Vislanda,13.05.1971,,https://abt-balken.se,10003262,Hallbyggnader,42992,6216,12,42992.0,6216.0,7888.0,-0.08517927439089268,0.1445850390770376,0.18347599553405286,,,,,,,,,,,Micro,Medium,Good Profitability,Declining,50,161.1218917153623,
5566953971,ACAD-International Aktiebolag,Sveavägen 151 4 Tr,Stockholm,28.12.2005,,https://www.acad.se,10002658,Forskning,20112,1517,14,20112.0,1517.0,1941.0,-0.04979684399508644,0.07542760540970565,0.09650954653937947,,,,,,,,,,,Micro,Medium,Good Profitability,Declining,50,76.62718353654803,
5565145603,ACC Another Clothing Concept Aktiebolag,Birger Jarlsgatan 57,Stockholm,21.06.1995,,https://www.acc-ab.se,10241746,Textilier - Partihandel,21148,1399,3,21148.0,1399.0,1868.0,0.0974002387006383,0.06615282769056176,0.08832986570834121,,,,,,,,,,,Micro,Small,Good Profitability,Low Growth,50,421.43553597800013,Textiles - Wholesale
5561190124,ACG Pulse AB,Älvsborgsleden 7,Borås,27.08.1968,,https://www.acgpulse.se,10002658,Forskning,74570,851,28,74570.0,851.0,851.0,0.24103383427363667,0.01141209601716508,0.01141209601716508,,,,,,,,,,,Micro,Medium,Low Profitability,High Growth,50,643.8012507270045,
5561090498,ACG accent Aktiebolag,Älvsborgsleden 7,Borås,14.03.1967,,https://www.acgaccent.se,10241619,Insatsvaror - grossister,110651,3004,50,110651.0,3004.0,3834.0,-0.08196299676429109,0.027148421613903174,0.034649483511219964,,,,,,,,,,,Small,Medium,Low Profitability,Declining,50,-124.25981037596978,
5566466065,ACRE AB,Viaredsvägen 35 b,Borås,10.07.2003,,https://www.acre.se,10241566,"Facklig, vetenskaplig och teknisk verksamhet",43352,1482,30,43352.0,1482.0,2044.0,0.1709477892121114,0.03418527403579996,0.04714892046503045,,,,,,,,,,,Micro,Medium,Low Profitability,Medium Growth,50,525.4410381197785,
5566415500,ADDvance Pharma in Scandinavia AB,Drottninggatan 13,Helsingborg,10.03.2003,,https://www.addvancepharma.com,10241787,"Apoteksvaror, läkemedel - Partihandel",20922,3129,2,20922.0,3129.0,3977.0,0.020087762067284354,0.1495554918267852,0.19008698977153235,,,,,,,,,,,Micro,Micro,Good Profitability,Low Growth,50,436.6604397351739,"Pharmacy goods, medicines - Wholesale"
5592023963,ADdictive Group Media AB,Gustavslundsvägen 137,Bromma,11.04.2019,info@addictivemedia.se,https://www.addictivemedia.se,10005431,Medieförmedling,35658,3960,15,35658.0,3960.0,5093.0,-0.20466610161930676,0.1110550227158001,0.14282909865948734,,,,,,,,,,,Micro,Medium,Good Profitability,Rapid Decline,50,-221.43855225876666,
5565714341,AFFIRMO Försäkringskonsult Aktiebolag,Smedjegatan 14,Luleå,17.06.1999,info@affirmo.se,https://affirmo.se,10003406,Försäkringar,15176,2541,5,15176.0,2541.0,3220.0,0.05191654536632706,0.16743542435424355,0.21217712177121772,,,,,,,,,,,Micro,Small,High Profitability,Low Growth,50,560.9178643014266,
5568447253,AFG Västerås AB,Tallmätargatan 2,Västerås,07.03.2011,info@alfaglas.se,https://www.alfaglas.se,10003486,Glasarbeten,46424,1319,17,46424.0,1319.0,1604.0,-0.22431452488763393,0.028412028261244185,0.03455109426158883,,,,,,,,,,,Micro,Medium,Low Profitability,Rapid Decline,50,-477.1401815659742,
5590377874,AFV Media AB,Barnhusgatan 10,Stockholm,30.11.2015,,,10241694,Nyhetsservice och telegrambyråer,37962,3465,19,37962.0,3465.0,4350.0,0.03939983024395577,0.09127548601232811,0.11458827248300933,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,0,326.7831956407097,
5562033943,AGC Glass Svenska AB,Birger Jarlsgatan 36,Stockholm,01.01.1979,,,10241692,"Möbler, hushållsartiklar och järnvaror - agentur",37048,5502,3,37048.0,5502.0,6995.0,-0.05509079779636805,0.14851004102785575,0.1888091125026992,,,,,,,,,,,Micro,Small,Good Profitability,Declining,0,233.6407280787193,
5564171501,AGERA INDUSTRITILLBEHÖR Aktiebolag,Olsgårdsgatan 13 b,Malmö,31.01.1991,,https://www.ageraab.se,10241670,"Maskiner, produktion, fartyg och flygplan - agentur",21752,1158,5,21752.0,1158.0,1533.0,0.3709819740325224,0.05323648400147113,0.0704762780433983,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,1073.100525084984,
5561257147,AGES Falkenberg AB,Kabelvägen 10,Falkenberg,30.04.1969,,https://www.ages.se,10002759,Fästelement,104528,2592,30,104528.0,2592.0,3225.0,0.006441425394043909,0.024797183529771928,0.030852977192713914,,,,,,,,,,,Small,Medium,Low Profitability,Low Growth,50,90.85784230953959,
5568152481,AGKS Elpartner AB,Torparegatan 4,Karlstad,22.07.2010,,,10000692,"Badrumsinredningar, badrumsrenoveringar",19137,1190,10,19137.0,1190.0,1522.0,0.09092463801162931,0.06218320530908711,0.07953179704237864,,,,,,,,,,,Micro,Small,Good Profitability,Low Growth,0,382.8174508017911,
5568393150,AHLVAR BY FRIDA AHLVARSSON AB,Rådmansgatan 73,Stockholm,24.01.2011,,https://ahlvar.com,10241668,"Läder, skor, inredning, reseeffekter och textilier",37263,3492,3,37263.0,3492.0,4462.0,0.25447751144626984,0.09371226149263344,0.11974344524058718,2023,37263.0,6094.0,1,0.3033310952005156,0.18777778661241062,Early Growth,High,Other,,Micro,Small,Good Profitability,High Growth,50,883.0675898472582,
5564283223,AIRSAFE SWEDEN Aktiebolag,Mellangården 3,Upplands Väsby,24.06.1991,info@airsafe.se,https://www.airsafe.se,10241747,Textilier - Produktion,31323,794,15,31323.0,794.0,1028.0,-0.30724317151387814,0.02534878523768477,0.03281933403569262,,,,,,,,,,,Micro,Medium,Low Profitability,Rapid Decline,50,-692.1576581904834,
5565375804,ALK Trade and Marketing Aktiebolag,Norra Hamnpromenaden 1 5tr,Lidingö,18.12.1996,,,10241787,"Apoteksvaror, läkemedel - Partihandel",39074,4532,3,39074.0,4532.0,5746.0,-0.03544803752159964,0.11598505400010237,0.1470543072119568,,,,,,,,,,,Micro,Small,Good Profitability,Declining,0,201.4402261962568,"Pharmacy goods, medicines - Wholesale"
5567464101,ALRON Chemical Co Aktiebolag,Hagsvängen 6,Strängnäs,13.12.2007,info@alron.se,https://www.alron.se,10006206,Rengöringsprodukter,16442,1746,4,16442.0,1746.0,2250.0,0.30017396805313923,0.10619146089283542,0.13684466609901472,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,1028.4546773649365,
5566879127,AM Hultdin System AB,Vasagatan 6,Umeå,17.10.2005,info@amsystem.com,https://amsystem.com,10000911,Affärssystem,20525,505,11,20525.0,505.0,679.0,-0.04057401953910156,0.024604141291108404,0.0330816077953715,,,,,,,,,,,Micro,Medium,Low Profitability,Declining,50,-27.373383119982883,
5566966718,AM Svinproduktion AB,Everöd 813,Tomelilla,16.01.2006,,,10241595,Grisuppfödning,92750,4299,4,92750.0,4299.0,5486.0,0.1371856647172056,0.046350404312668465,0.05914824797843666,,,,,,,,,,,Micro,Small,Low Profitability,Medium Growth,0,459.07204757468514,
