OrgNr,name,address,city,incorporation_date,email,homepage,segment,segment_name,revenue,profit,employees,SDI,DR,ORS,Revenue_growth,EBIT_margin,NetProfit_margin,analysis_year,seg_revenue,seg_ebit,year_rank,avg_growth,growth_range,growth_stage,digital_maturity,industry_cluster,fit_score_reason,company_size_category,employee_size_category,profitability_category,growth_category,digital_maturity_score,overall_potential_score
5561072983,"JK Rostfria Aktiebolag","Landskronavägen 29",Helsingborg,08.12.1966,,https://www.jkrostfria.se,10000937,"Aluminium, produkter",35364,4331,12,35364.0,4331.0,4443.0,-0.284187515180957,0.122469177694831,0.125636240244316,,,,,,,,,,,Micro,Medium,"Good Profitability","Rapid Decline",50,-391.707433715315
5560527193,"Isoflex Aktiebolag","Soldatvägen 1",Gustafs,04.01.1949,info@isoflex.se,https://www.isoflex.se,10000937,"Aluminium, produkter",26912,3452,11,26912.0,3452.0,4385.0,0.62306254146312,0.128269916765755,0.162938466111772,,,,,,,,,,,Micro,Medium,"Good Profitability","High Growth",50,1890.89842557219
5565795845,"Foga System AB","Mogölsvägen 8","Jönköping",15.12.1999,info@fogasystem.com,https://fogasystem.com,10000937,"Aluminium, produkter",23456,1330,7,23456.0,1330.0,1733.0,-0.153946039532535,0.0567019099590723,0.0738830150068213,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-230.551683933657
5561892570,"Bergvik Sweden AB","Fabriksvägen 9",Bergvik,01.01.1975,,https://www.bergvik.com,10000937,"Aluminium, produkter",92409,1370,21,92409.0,1370.0,1744.0,0.138686940877837,0.0148253957947819,0.0188726206321895,,,,,,,,,,,Micro,Medium,"Low Profitability","Medium Growth",50,396.511864181548
5567822407,"Aluminiumsvets i Östergötland AB","Idrottsvägen 5","Skänninge",07.05.2009,,https://www.aluminiumsvets.se,10000937,"Aluminium, produkter",15530,928,10,15530.0,928.0,1178.0,-0.0958313926408942,0.0597553122987766,0.0758531873792659,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,-77.6513758552942
5566652110,"NOLAST AB","Lussinge 3",Brottby,23.08.2004,,https://www.nolast.se,10000654,"Asfalt, asfaltarbeten",26902,1213,6,26902.0,1213.0,1494.0,0.0184750511092602,0.0450895844175154,0.0555349044680693,,,,,,,,,,,Micro,Small,"Low Profitability","Low Growth",50,171.478843816939
5565084760,"Mast- och tornunderhåll Sverige Aktiebolag","Verkstadsgatan 1",Valskog,01.02.1995,,https://mtuh.se,10000959,"Antenner, paraboler",16543,562,9,16543.0,562.0,719.0,-0.0811996667592335,0.0339720727800278,0.0434624916883274,,,,,,,,,,,Micro,Small,"Low Profitability",Declining,50,-105.527627448014
5562877505,"Thörnströms Vintage Jewellery AB","Storgatan 29","Linköping",15.01.1987,,https://thornstroms.com,10241786,Antikviteter,17153,1477,4,17153.0,1477.0,1879.0,0.246765518243931,0.0861073864630094,0.10954352008395,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,844.725144267351
5569822850,"One Step Beyond AB","Göteborgsvägen 10 a","Borås",09.09.2014,,,10241786,Antikviteter,18588,1250,17,18588.0,1250.0,1657.0,0.0633867276887872,0.0672476866795782,0.0891435334624489,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",0,326.632505920914
5566811567,"Kvicksunds Oljeimport AB","Östra Bärbyvägen 20","Västerås",25.05.2005,info@penndrake.com,https://www.penndrake.com,10241786,Antikviteter,119041,1806,2,119041.0,1806.0,2312.0,-0.00260573764997651,0.0151712435211398,0.01942187985652,,,,,,,,,,,Small,Micro,"Low Profitability",Declining,50,44.2113671779081
5564759131,"Jackson Design AB","Frihamnsgatan 50",Stockholm,17.12.1993,,https://www.jacksons.se,10241786,Antikviteter,57408,13161,11,57408.0,13161.0,16823.0,-0.318405243036592,0.229253762541806,0.293042781493868,,,,,,,,,,,Micro,Medium,"High Profitability","Rapid Decline",50,-210.235181236965
5592796600,"Ingvallstorps Trädgård AB","Ingvallstorp 1",Katrineholm,29.10.2020,,,10241786,Antikviteter,22687,615,19,22687.0,615.0,802.0,-0.0206345780271961,0.0271080354387975,0.0353506413364482,,,,,,,,,,,Micro,Medium,"Low Profitability",Declining,0,16.2403610290035
5565176012,"ÅWL Arkitekter Aktiebolag","Nytorgsgatan 30",Stockholm,21.08.1995,,https://awlark.se,10000625,Arkitekter,86414,2749,86,86414.0,2749.0,3617.0,-0.255936902650295,0.0318119749114727,0.0418566435994168,,,,,,,,,,,Micro,Large,"Low Profitability","Rapid Decline",50,-547.596284347057
5565755450,"thorbjörnsson+edgren arkitektkontor AB","Drottninggatan 11 b","Göteborg",03.09.1999,info@tpluse.se,https://www.tpluse.se,10000625,Arkitekter,17475,693,16,17475.0,693.0,896.0,-0.0775443412162162,0.039656652360515,0.0512732474964235,,,,,,,,,,,Micro,Medium,"Low Profitability",Declining,50,-82.175534639253
5590439906,"by Jansarve AB","Södra Kyrkogatan 3",Visby,22.12.2015,,,10000625,Arkitekter,17329,795,6,17329.0,795.0,993.0,55.262987012987,0.0458768538288418,0.0573027872352704,,,,,,,,,,,Micro,Small,"Low Profitability","High Growth",0,138272.20298954
5566482542,"agnasARK AB","Torget 4",Leksand,04.09.2003,,https://agnasark.se,10000625,Arkitekter,16419,2206,13,16419.0,2206.0,2831.0,0.0789906026154958,0.134356538157013,0.172422193799866,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,545.908899431273
5568265432,"Winell & Jern arkitekter AB","Brandmannagatan 1","Linköping",18.11.2010,,https://www.winelljern.se,10000625,Arkitekter,22545,2888,15,22545.0,2888.0,3790.0,-0.00265428002654278,0.128099356841872,0.168108227988468,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,326.169054538323
5566635016,"Wester & Elsner Arkitekter AB","Blasieholmsgatan 4 a",Stockholm,24.06.2004,info@wester-elsner.se,https://www.wester-elsner.se,10000625,Arkitekter,47807,513,31,47807.0,513.0,781.0,-0.193498321440019,0.0107306461396867,0.016336519756521,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-444.299670750831
5569068595,"Urban Minds AB","Östgötagatan 16 4tr",Stockholm,15.10.2012,info@urbanminds.se,https://urbanminds.se,10000625,Arkitekter,22730,2003,18,22730.0,2003.0,2566.0,0.0270196999819265,0.0881214254289485,0.112890453145623,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,300.409638527188
5566264791,"Tertzia AB","Nitarevägen",Fritsla,24.04.2002,,https://www.tertzia.com,10000872,Adressregister,18127,1408,3,18127.0,1408.0,1408.0,0.310322394101489,0.0776741876758427,0.0776741876758427,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,982.536771943329
5561916445,"Studieförbundet Näringsliv och Samhälles (SNS) Serviceaktiebolag","Jakobsbergsgatan 18",Stockholm,01.01.1976,info@sns.se,https://www.sns.se,10000872,Adressregister,28248,1023,14,28248.0,1023.0,1313.0,0.1,0.036214953271028,0.0464811668082696,,,,,,,,,,,Micro,Medium,"Low Profitability","Medium Growth",50,353.10800317757
5566711924,"JustNu AB","Västerbrogatan 1","Borås",25.11.2004,info@justnu.se,https://www.justnu.se,10000872,Adressregister,77991,2768,51,77991.0,2768.0,3596.0,-0.0448951100334325,0.0354912746342527,0.0461078842430537,,,,,,,,,,,Micro,Large,"Low Profitability",Declining,50,-10.8146109979496
5590705058,"IKEA Älmhult AB","Ikeagatan 8","Älmhult",14.07.2016,,,10000872,Adressregister,83070,3883,52,83070.0,3883.0,5894.0,0.113613512970038,0.0467437101239918,0.070952208980378,,,,,,,,,,,Micro,Large,"Low Profitability","Medium Growth",0,401.100732735075
5565066783,"Torebrings Grossist AB","Stigbergsvägen 7",Aneby,24.01.1995,info@torebrings.se,https://www.torebrings.se,10000666,Automater,88035,4223,21,88035.0,4223.0,5374.0,0.0823753611606319,0.0479695575623332,0.0610439029931277,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,338.582384307413
5566171855,"Lundvalls i Borås AB","Stora Vägen 80",Fristad,22.10.2001,,,10000705,"Bagerier - Brödindustri",16298,1442,1,16298.0,1442.0,1833.0,0.564107485604606,0.0884771137562891,0.112467787458584,,,,,,,,,,,Micro,Micro,"Good Profitability","High Growth",0,1631.50224340224
5561113761,"Golvtjänst i Hallsberg Aktiebolag","Lertagsgatan 3",Hallsberg,17.08.1967,info@golvtjansthallsberg.se,https://www.golvtjansthallsberg.se,10000692,"Badrumsinredningar, badrumsrenoveringar",33817,3194,13,33817.0,3194.0,4036.0,0.0762204824645154,0.0944495372150102,0.11934825679392,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,439.259591698814
5590234430,"BeslagOnline i Båstad AB",,"Båstad",19.08.2015,info@beslagonline.se,https://www.frontera.se,10000692,"Badrumsinredningar, badrumsrenoveringar",48906,7171,0,48906.0,7171.0,9037.0,0.0575642245480494,0.146628225575594,0.184783053204106,,,,,,,,,,,Micro,Micro,"Good Profitability","Low Growth",50,523.103390309109
5568152481,"AGKS Elpartner AB","Torparegatan 4",Karlstad,22.07.2010,,,10000692,"Badrumsinredningar, badrumsrenoveringar",19137,1190,10,19137.0,1190.0,1522.0,0.0909246380116293,0.0621832053090871,0.0795317970423786,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",0,382.817450801791
5593033409,"S.E.R Sverige AB","Strandbergsgatan 61",Stockholm,23.02.2021,,,10241792,"Batterier - produktion",23129,3051,0,23129.0,3051.0,3876.0,1100.38095238095,0.131912317869342,0.167581823684552,,,,,,,,,,,Micro,Micro,"Good Profitability","High Growth",0,2751282.21956955
5591199434,"Repono Energy AB","Masthamnsgatan 21","Göteborg",20.07.2017,,https://www.batteryloop.se,10241792,"Batterier - produktion",42822,1756,19,42822.0,1756.0,2278.0,3.65405934137594,0.0410069590397459,0.0531969548362991,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,9250.27280603921
5562467463,"Benning Sweden AB","Hovslagarevägen 33",Sollentuna,20.08.1984,,https://www.benning.de,10241792,"Batterier - produktion",94764,667,24,94764.0,667.0,384.0,0.216279696584652,0.00703853784137436,0.00405217171077624,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,571.032496065066
5563139673,"Aktiebolaget Henriksbergs Verkstäder","Lövbacksvägen 1",Segeltorp,10.12.1987,info@henriksbergs-verkstader.se,https://www.hv-vent.se,10241792,"Batterier - produktion",49477,1635,23,49477.0,1635.0,2151.0,0.318683368869936,0.0330456575782687,0.0434747458415021,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,891.946258620512
5561761775,"Östra Göinge Renhållningsaktiebolag","Kattarp 2373 c",Broby,01.01.1973,,https://www.ograb.se,10241876,Avfallshantering,53293,4077,9,53293.0,4077.0,5162.0,0.0627779439625087,0.0765016043382808,0.0968607509429006,2023,53293.0,3129.0,1,0.0650740733288857,0.0926706911123265,Growth,High,Other,,Micro,Small,"Good Profitability","Low Growth",50,360.832103251974
5565953485,"Öresunds Recycling AB","Norbergsgatan 21","Malmö",28.08.2000,,https://www.dinskrothandlare.se,10241876,Avfallshantering,28059,1345,5,28059.0,1345.0,1694.0,-0.112871099307597,0.047934709006023,0.0603727859153926,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-149.770828253936
5562790369,"Optima Belysning & Teknik Aktiebolag","Torpslingan 25 h","Luleå",10.06.1986,,https://optimabelysning.se,10000791,Belysningsarmatur,39688,2191,4,39688.0,2191.0,2787.0,0.0500304256951609,0.0552056037089297,0.0702227373513405,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,275.689293510226
5561784249,"Airam AB","Uppköparvägen 7","Årsta",01.01.1973,,https://airam-ab.business.site,10000791,Belysningsarmatur,61458,1746,9,61458.0,1746.0,2262.0,-0.0499760399437326,0.0284096456116372,0.0368056233525334,,,,,,,,,,,Micro,Small,"Low Profitability",Declining,50,-41.2623408302384
5562691344,"Sunparadise Sverige AB","Höjdrodergatan 25","Malmö",10.12.1985,info@windoor.se,https://www.windoor.se,10000718,Balkonger,121522,2211,17,121522.0,2211.0,2838.0,-0.0628508853106299,0.0181942364345551,0.0233537960204737,,,,,,,,,,,Small,Medium,"Low Profitability",Declining,50,-98.837817190187
5593104697,"Rediem Capital AB","Kungsgatan 42",Stockholm,06.04.2021,,,10000731,Banker,127833,14421,20,127833.0,14421.0,18206.0,Inf,0.112811245922414,0.142420188840127,,,,,,,,,,,Small,Medium,"Good Profitability","High Growth",0,Inf
5591944672,"GB Tank i Sverige AB","Fagerövägen 55",Falun,11.02.2019,,https://gbtanksverige.com,10000778,"Behållare, kärl",24076,1238,1,24076.0,1238.0,1566.0,-0.213921901528014,0.0514205017444758,0.065044027247051,,,,,,,,,,,Micro,Micro,"Good Profitability","Rapid Decline",50,-393.693309458845
5562176098,"Bjurenwall Laurea Aktiebolag","Södra Västeråsvägen 17","Kolbäck",01.01.1982,,https://www.bjurenwall.se,10000778,"Behållare, kärl",83637,1131,12,83637.0,1131.0,1440.0,-0.0647664627805298,0.0135227231966713,0.0172172603034542,,,,,,,,,,,Micro,Medium,"Low Profitability",Declining,50,-115.400256459646
5564079506,"BESLAGSKONSULT I GÖTEBORG Aktiebolag","Neongatan 11","Mölndal",18.10.1990,,https://beslagskonsult.se,10000859,Beslag,36208,1349,10,36208.0,1349.0,1766.0,-0.223604082682906,0.0372569597878922,0.0487737516570924,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-453.277287237534
5563683928,"Sydsvensk Bevattning i Eslöv Aktiebolag","Snogerödsvägen 9","Höör",25.09.1989,info@sydsvenskbevattning.se,https://sydsvenskbevattning.se,10239364,Bevattningsutrustningar,42236,778,17,42236.0,778.0,1010.0,0.482953547979355,0.0184203049531206,0.0239132493607349,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,1266.04022233119
5564237294,"Smålands Betonghåltagning Aktiebolag","Silvervägen 18",Karlskrona,03.04.1991,,https://www.smalandsbetong.se,10001202,"Betonghåltagning",16715,1149,10,16715.0,1149.0,1469.0,-0.0315758980301275,0.0687406521088842,0.0878851331139695,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,105.453672696892
5565622692,"PB:s Håltagning Aktiebolag","Divisionsgatan 5","Västerås",11.11.1998,,https://www.pbshaltagning.se,10001202,"Betonghåltagning",21713,2020,10,21713.0,2020.0,2581.0,0.321304691778738,0.0930318242527518,0.118868880394234,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,1048.39557257872
5566358601,"AB Näsum Betonghåltagning","Linnavångsvägen 28","Näsum",06.12.2002,,https://nasumbetonghaltagning.se,10001202,"Betonghåltagning",19999,1163,12,19999.0,1163.0,1512.0,-0.0498384644621817,0.0581529076453823,0.0756037801890095,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,33.3361054580016
5562878164,"GLOBAL Batterier AB","Nyckelvägen 5","Skogås",09.12.1986,info@global.se,https://www.global.se-traktion,10000757,Batterier,125420,9732,14,125420.0,9732.0,12267.0,0.0741968361639986,0.0775952798596715,0.0978073672460533,,,,,,,,,,"ERROR: Website could not be scraped",Small,Medium,"Good Profitability","Low Growth",100,404.793840059175
5565523031,"The Extreme Music Library Aktiebolag","Katarinavägen 9",Stockholm,03.03.1998,,https://www.extrememusic.com,10241796,"Bibliotek- och arkivverksamhet",24170,4677,3,24170.0,4677.0,5895.0,0.374076179647527,0.193504344228382,0.243897393462971,,,,,,,,,,,Micro,Small,"High Profitability","High Growth",50,1431.51173468977
5565469243,"Centrum för Näringslivshistoria CfN AB","Grindstuvägen 48-50",Bromma,06.10.1997,info@naringslivshistoria.se,https://www.naringslivshistoria.se,10241796,"Bibliotek- och arkivverksamhet",48129,6796,25,48129.0,6796.0,8660.0,0.0868504843845268,0.141203847991855,0.179933096469904,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,582.756153440955
5561931543,"Arkivservice Svenskt Arkiv Aktiebolag","Brännarevägen 13","Södertälje",01.01.1976,,https://www.svensktarkiv.se,10241796,"Bibliotek- och arkivverksamhet",20175,5832,0,20175.0,5832.0,7354.0,0.0204339689444135,0.28907063197026,0.36451053283767,,,,,,,,,,,Micro,Micro,"High Profitability","Low Growth",50,786.311939786684
5561931956,"Blomdahl Medical Aktiebolag","Olofsdalsvägen 45",Halmstad,01.01.1976,info@blomdahlmedical.com,https://www.blomdahl.com,10241553,"Bijouteri - tillverkning",72739,8532,44,72739.0,8532.0,11015.0,-0.0412553216728835,0.117296086006132,0.151431831617152,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,202.78375833312
5565434460,"Västmanlands Palltjänst AB","Saltängsvägen 10 b","Västerås",06.10.1997,info@palltjanst.se,https://www.palltjanst.se,10241785,"Annan utrustning - reparation",18211,1039,5,18211.0,1039.0,1341.0,-0.220819784357351,0.0570534292460601,0.073636812915271,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-396.870360278227
5567309033,"Stentorps Service AB","Dalvägen 9",Katrineholm,30.05.2007,info@stenstorpshusvagnsservice.se,https://www.stenstorpshusvagnsservice.se,10241785,"Annan utrustning - reparation",17385,636,9,17385.0,636.0,804.0,0.109869765066394,0.0365832614322692,0.0462467644521139,,,,,,,,,,,Micro,Small,"Low Profitability","Medium Growth",50,378.676028746659
5567647895,"Skärholmens Pall AB","Kumla Gårdsväg 28",Norsborg,01.09.2008,,https://skarholmenspall.se,10241785,"Annan utrustning - reparation",20692,633,6,20692.0,633.0,1605.0,-0.315876479534484,0.0305915329595979,0.0775662091629615,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-700.660636437215
5569441768,"Samuelssons Industrikonsult AB","Korsvägen 116","Västerlanda",02.10.2013,,,10241785,"Annan utrustning - reparation",15670,892,1,15670.0,892.0,1148.0,-0.0336704489393191,0.0569240587109126,0.0732610082961072,,,,,,,,,,,Micro,Micro,"Good Profitability",Declining,0,58.1731994289836
5567914113,"Pirtek Sweden AB","Vendevägen 85 b 6tr",Danderyd,20.10.2009,info@pirtek.se,https://www.pirtek.se,10241785,"Annan utrustning - reparation",27088,628,29,27088.0,628.0,691.0,-0.144598477910759,0.0231836975782634,0.0255094506792676,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-290.969230831239
5567914113,"Pirtek Sweden AB","Vendevägen 85 b 6tr",Danderyd,20.10.2009,info@pirtek.se,https://www.pirtek.se,10241785,"Annan utrustning - reparation",27088,628,29,36346.0,1935.0,1935.0,0.341774955699941,0.053238320585484,0.053238320585484,,,,,,,,,,,Micro,Medium,"Good Profitability","High Growth",50,1000.10091071356
5566531678,"North Sails AB","Ängshyddevägen 1","Lidingö",22.12.2003,,https://northsails.com/sailing/sails/offshore-racing,10241785,"Annan utrustning - reparation",21373,1932,9,21373.0,1932.0,1932.0,-0.159436819129272,0.0903944228699761,0.0903944228699761,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-160.05255814824
5567866198,"NJ:s Transportörteknik AB","Svanbacken 1","Bergsjö",05.08.2009,,,10241785,"Annan utrustning - reparation",19785,1554,6,19785.0,1554.0,1971.0,0.498863636363636,0.0785443517816528,0.0996209249431387,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",0,1443.56943286322
5568402712,"MP Emballage AB","Rörvägen 10",Jordbro,02.02.2011,,https://www.mpemballage.se,10241785,"Annan utrustning - reparation",76166,3171,13,76166.0,3171.0,4020.0,-0.139775473786452,0.0416327495207836,0.0527794554000473,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-232.66639566417
5592219736,"Ljusne Industrigummi AB","Industrivägen 8",Ljusne,09.10.2019,,https://www.ljusnegummi.se,10241785,"Annan utrustning - reparation",15318,3235,4,15318.0,3235.0,4103.0,-0.0871819319468446,0.211189450319885,0.267854811333072,,,,,,,,,,,Micro,Small,"High Profitability",Declining,50,322.557090932601
5562864685,"KRP Pall & Emballage Aktiebolag","Väderögatan 4","Malmö",11.11.1986,,https://www.krp.se,10241785,"Annan utrustning - reparation",67602,9772,20,67602.0,9772.0,12348.0,0.0676584857386524,0.144551936333245,0.182657317830833,2023,67602.0,11687.0,1,0.1005924500425,0.136148890323161,Growth,High,Other,"**Score: 2**

**Justification:** KRP Pall & Emballage is the parent company of a group, indicating it is not a standalone SME, which affects its fit with the criteria of not being part of a large group. While the company appears stable and established with potential for scaling or digitization, there is no explicit indication of openness to new owners or partners. Additionally, the business operates in the packaging and logistics industry, which is not typically excluded, but the group structure and lack of information on ownership or partnership openness limit its fit with the criteria.",Micro,Medium,"Good Profitability","Low Growth",100,555.695060179743
5590110267,"KJ Sweden AB","Transportgatan 17","Hisings Backa",20.04.2015,info@morakniv.se,https://morakniv.se,10241785,"Annan utrustning - reparation",78023,3191,170,78023.0,3191.0,4085.0,0.370050395968323,0.0408981966855927,0.0523563564589929,,,,,,,,,,,Micro,Large,"Low Profitability","High Growth",50,1040.06653913479
5561155879,"Jensen Protect Aktiebolag","Borrgatan 27","Malmö",28.02.1968,,https://www.jensenprotect.com,10241785,"Annan utrustning - reparation",68779,4166,26,68779.0,4166.0,4229.0,0.0957653581442774,0.0605708137658297,0.0614867910263307,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,403.512377275268
5564581253,"JRG Erikssons Pall & Emballage Aktiebolag","Kvilletorp 1",Kvillsfors,14.12.1992,,https://www.jrg-eriksson.se,10241785,"Annan utrustning - reparation",57185,1536,13,57185.0,1536.0,1945.0,-0.310841427848345,0.0268601906094255,0.0340124158433156,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-697.310130597299
5569699308,"JKF Sweden AB","Grönegatan 18","Smålandsstenar",28.04.2014,,https://jfksweden.se,10241785,"Annan utrustning - reparation",18721,569,26,18721.0,569.0,726.0,-0.127266794088854,0.0303936755515197,0.038779979701939,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-229.635993843335
5592005135,"Industrimontage i Sandviken AB","Svartrönningsvägen 21","Järbo",28.03.2019,,https://www.imsab.nu,10241785,"Annan utrustning - reparation",22424,1506,27,22424.0,1506.0,1840.0,0.199785981808454,0.0671601855155191,0.0820549411344988,,,,,,,,,,,Micro,Medium,"Good Profitability","Medium Growth",50,679.921478309932
5569115875,"Hågestam Sport AB","Bisittargatan 30","Hägersten",22.11.2012,info@hssport.se,https://hagestam.com,10241785,"Annan utrustning - reparation",28313,805,3,28313.0,805.0,1026.0,2.12678078409718,0.0284321689683184,0.0362377706353972,,,,,,,,,,,Micro,Small,"Low Profitability","High Growth",50,5400.60316516375
5563030781,"GMKAB Gummi Metall Konsult Aktiebolag","Lastvägen 33-37",Kiruna,21.08.1987,,https://www.gmkab.com,10241785,"Annan utrustning - reparation",113566,4380,19,113566.0,4380.0,5553.0,0.0205794600812395,0.0385678812320589,0.0488966768222884,,,,,,,,,,,Small,Medium,"Low Profitability","Low Growth",50,160.652268283246
5560686296,"Cerado i Malmö Aktiebolag","Burlövsvägen 10","Arlöv",15.04.1959,,,10241785,"Annan utrustning - reparation",27650,790,7,27650.0,790.0,790.0,0.0288754930416015,0.0285714285714286,0.0285714285714286,,,,,,,,,,,Micro,Small,"Low Profitability","Low Growth",0,143.686429032575
5568234933,"SIKÖ Auktioner AB","Alevägen 1",Kristianstad,02.11.2010,,https://www.sikoauktioner.se,10241790,Auktioner,24077,3588,28,24077.0,3588.0,4567.0,0.0939118582462517,0.149021888108984,0.189683100053993,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,619.894558388088
